iter	Passed	Remaining
413	3477	63726
414	3486	63727
415	3495	63721
416	3502	63693
417	3508	63648
418	3516	63625
419	3525	63629
420	3533	63615
421	3541	63587
422	3549	63574
423	3556	63544
424	3564	63528
425	3572	63520
426	3581	63514
427	3590	63522
428	3599	63521
429	3607	63508
430	3614	63470
431	3619	63412
432	3627	63392
433	3634	63369
434	3644	63381
435	3650	63335
436	3656	63279
437	3661	63219
438	3668	63182
439	3677	63185
440	3685	63175
441	3693	63162
442	3701	63143
443	3709	63128
444	3716	63093
445	3723	63058
446	3731	63053
447	3739	63035
448	3748	63035
449	3754	62993
450	3761	62953
451	3766	62905
452	3773	62861
453	3782	62862
454	3790	62862
455	3799	62856
456	3807	62843
457	3817	62858
458	3825	62849
459	3832	62814
460	3839	62792
461	3847	62773
462	3854	62747
463	3861	62717
464	3870	62713
465	3876	62673
466	3883	62636
467	3889	62596
468	3895	62552
469	3901	62507
470	3908	62475
471	3917	62478
472	3923	62435
473	3932	62441
474	3940	62430
475	3948	62420
476	3957	62413
477	3967	62431
478	3975	62416
479	3981	62370
480	3986	62314
481	3991	62259
482	3996	62203
483	4004	62192
484	4013	62187
485	4021	62181
486	4030	62179
487	4038	62170
488	4046	62160
489	4054	62147
490	4063	62150
491	4072	62142
492	4082	62161
493	4087	62113
494	4096	62104
495	4105	62108
496	4114	62114
497	4122	62100
498	4131	62108
499	4141	62118
500	4148	62096
501	4156	62080
502	4164	62072
503	4171	62038
504	4178	62018
505	4185	61992
506	4194	61990
507	4203	61989
508	4212	61997
509	4219	61973
510	4228	61964
511	4237	61971
512	4246	61976
513	4255	61981
514	4264	61981
515	4272	61962
516	4279	61940
517	4289	61955
518	4297	61939
519	4302	61892
520	4307	61834
521	4313	61791
522	4321	61787
523	4330	61790
524	4340	61795
525	4346	61766
526	4354	61741
527	4362	61732
528	4369	61716
529	4377	61704
530	4385	61683
531	4392	61660
532	4399	61635
533	4408	61641
534	4416	61623
535	4423	61598
536	4432	61599
537	4441	61603
538	4448	61581
539	4457	61583
540	4466	61585
541	4473	61553
542	4481	61538
543	4489	61526
544	4495	61498
545	4505	61504
546	4514	61507
547	4523	61507
548	4529	61476
