iter	F1	Logloss
183	0.7699223539	0.4936213075
184	0.7699223539	0.4931928141
185	0.7699223539	0.4926625203
186	0.7702371218	0.492249363
187	0.7702371218	0.491974808
188	0.7705521472	0.4916193379
189	0.7705521472	0.4912985035
190	0.7700490998	0.4909206256
191	0.7700490998	0.4905120746
192	0.7703643062	0.4901209247
193	0.7702371218	0.4897362886
194	0.7705521472	0.4893410293
195	0.7708674304	0.4890032061
196	0.7708674304	0.4887051761
197	0.7711829718	0.4883468818
198	0.7711829718	0.4880344531
199	0.7711829718	0.4876608767
200	0.7711829718	0.4872566989
201	0.771685761	0.4869487919
202	0.771685761	0.4866701994
203	0.7713701431	0.4863265673
204	0.7721881391	0.486059452
205	0.7721881391	0.4858586612
206	0.773006135	0.485526184
207	0.773006135	0.4853301396
208	0.7733224223	0.4850850309
209	0.773006135	0.4847332649
210	0.773006135	0.4843638275
211	0.773006135	0.4841089445
212	0.7725040917	0.4837509063
213	0.7725040917	0.4833515411
214	0.7721881391	0.4831432573
215	0.7728203029	0.4828961691
216	0.7721881391	0.4825450541
217	0.7725040917	0.4822135779
218	0.7725040917	0.4818979786
219	0.7725040917	0.4815960022
220	0.773006135	0.4813537238
221	0.773006135	0.4811639103
222	0.7725040917	0.4809957617
223	0.7728203029	0.4807240282
224	0.7733224223	0.4804738102
225	0.7733224223	0.4801346377
226	0.7736389685	0.479864151
227	0.7736389685	0.4796151231
228	0.7736389685	0.4792943417
229	0.7736389685	0.4790391722
230	0.7736389685	0.4788167276
231	0.7736389685	0.4785385585
232	0.773006135	0.4781384669
233	0.7743254293	0.4778804713
234	0.7743254293	0.477625858
235	0.7743254293	0.4772897365
236	0.7748263179	0.4769067013
237	0.7740089906	0.4766813233
238	0.7740089906	0.4763323798
239	0.7745098039	0.4760375195
240	0.7753267974	0.4757581468
241	0.7750102082	0.4754830112
242	0.7750102082	0.4752238221
243	0.7746938776	0.4749661613
244	0.7751430908	0.47470082
245	0.7751430908	0.4744555008
246	0.7745098039	0.4742751335
247	0.7745098039	0.4740531936
248	0.7745098039	0.4737849463
249	0.7748263179	0.4735894428
250	0.7758268681	0.4733786376
251	0.7753267974	0.4731268163
252	0.7761437908	0.4729603721
253	0.7761437908	0.4726708574
254	0.7761437908	0.4724617644
255	0.7756436453	0.4722049992
256	0.7767784137	0.4719572993
257	0.7759607522	0.4717148533
258	0.7767784137	0.4715464244
259	0.7764609726	0.4713675811
260	0.7767784137	0.471130905
261	0.7761437908	0.4709332036
262	0.7769607843	0.470697748
263	0.7769607843	0.4704794928
264	0.7775960752	0.4702844479
265	0.7775960752	0.4700030328
266	0.7780956273	0.4696898594
267	0.7779591837	0.4694576442
268	0.7779591837	0.4692732437
269	0.7777777778	0.4690897518
270	0.7774601878	0.4689349524
271	0.7779591837	0.4686821023
272	0.7782768477	0.4685551018
273	0.7779591837	0.4683365478
274	0.7769607843	0.4681943536
275	0.7774601878	0.4680077486
276	0.7774601878	0.4677810152
277	0.7769607843	0.4676137612
278	0.7779591837	0.4673204111
279	0.7774601878	0.4670299497
280	0.7769607843	0.4668750106
281	0.7769607843	0.466656435
282	0.7769607843	0.4664385612
283	0.7772783	0.4662181804
284	0.7775960752	0.465935598
285	0.7777777778	0.4657304837
286	0.7784137367	0.465514774
287	0.7784137367	0.4653278355
288	0.7784137367	0.465124515
289	0.7780956273	0.46497469
290	0.7780956273	0.464755557
291	0.7780956273	0.464544405
292	0.7775960752	0.4642981592
293	0.7775960752	0.4641693277
294	0.7775960752	0.4640065132
295	0.7780956273	0.4637863241
296	0.7785947712	0.4636479768
297	0.7789129546	0.463429038
298	0.7784137367	0.4632376748
299	0.7784137367	0.4630439147
300	0.7779141104	0.4629152689
301	0.7782324059	0.4627597753
302	0.7782324059	0.4624974677
303	0.7777322964	0.4622621892
304	0.7787321063	0.4621183537
305	0.7787321063	0.461940235
306	0.7787321063	0.4617518859
307	0.7787321063	0.4615698883
308	0.7787321063	0.4612316874
309	0.7785509619	0.4610726787
310	0.7782324059	0.4608363052
311	0.7787321063	0.4605770503
312	0.7793696275	0.460379107
313	0.7798690671	0.4602051956
314	0.7808667212	0.4601025556
315	0.7808667212	0.4599725834
316	0.7806873977	0.4597638508
317	0.7811860941	0.45960588
318	0.7811860941	0.4594472945
319	0.7816843827	0.4592611922
320	0.7813649367	0.4589827732
321	0.7826797386	0.458788868
322	0.7826797386	0.4585932994
323	0.7828571429	0.4584422284
324	0.7833537332	0.4582153641
325	0.7833537332	0.457990234
326	0.7836734694	0.457865359
327	0.7836734694	0.4576421749
328	0.7836734694	0.457472268
329	0.7839934667	0.4572969315
330	0.7839934667	0.4571647447
331	0.7839934667	0.4569242489
332	0.7844897959	0.4567102925
333	0.7849857201	0.4565878883
334	0.7849857201	0.4564563852
335	0.7854812398	0.4563070861
336	0.7854812398	0.4560740839
337	0.7851610273	0.4559128806
338	0.7858017136	0.4557482187
339	0.7862969005	0.4556134142
340	0.7862969005	0.4554752748
341	0.7862969005	0.4553334456
342	0.7867916837	0.4550981313
343	0.7864710676	0.4549341289
344	0.7864710676	0.4547960909
345	0.7864710676	0.4546379681
346	0.7861507128	0.4544240846
347	0.7859763555	0.4542620184
348	0.7858306189	0.4541213302
349	0.7856560717	0.453944359
350	0.7861507128	0.4537226684
351	0.7864710676	0.4536347973
352	0.7858306189	0.4535074423
353	0.7861507128	0.4533341035
354	0.7858306189	0.4532202753
355	0.7869653768	0.4529779436
356	0.7867916837	0.4527638335
357	0.7871125612	0.4526187021
358	0.7866177071	0.4524417409
359	0.7871125612	0.4522210482
360	0.7872601062	0.4520511324
361	0.7869387755	0.4519381079
362	0.7869387755	0.4518219378
363	0.7864434463	0.4516829467
364	0.786122449	0.4515255928
365	0.7866177071	0.4513707201
366	0.786122449	0.4512143662
367	0.7858017136	0.4511061168
368	0.786122449	0.4509743585
369	0.786122449	0.4508288289
370	0.7864434463	0.4506711214
371	0.7866177071	0.4505244343
372	0.7866177071	0.4503995256
373	0.7866177071	0.4503132891
374	0.7872601062	0.4500289438
375	0.7864434463	0.4498612094
376	0.7874337005	0.4496911467
377	0.7874337005	0.4495794643
378	0.7879282219	0.4494044305
379	0.787755102	0.4492619066
380	0.7887438825	0.4490945545
381	0.788249694	0.4489686525
382	0.7887438825	0.4488810845
383	0.7892376682	0.4487304055
384	0.78842234	0.4485405193
385	0.7887438825	0.4483935944
386	0.7892376682	0.4482408591
387	0.7885947047	0.4481055795
388	0.7889160554	0.4479557404
389	0.7885947047	0.4477743187
390	0.7881010595	0.4476334608
391	0.7885947047	0.4474629645
392	0.7885947047	0.447338158
393	0.7885947047	0.4471943896
394	0.7889160554	0.4470613471
395	0.7889160554	0.4469691892
396	0.7892376682	0.4468405277
397	0.7895595432	0.4466540688
398	0.7889160554	0.4464641244
399	0.7889160554	0.4463060681
400	0.7885947047	0.4461412028
401	0.7885947047	0.4459854313
402	0.7882736156	0.4457942603
403	0.7882736156	0.4455602862
404	0.7882736156	0.4453836571
405	0.7889160554	0.4452390012
406	0.7885947047	0.4450573184
407	0.7882736156	0.444932812
408	0.7882736156	0.4448265708
409	0.7885947047	0.4446650324
410	0.7885947047	0.4444561414
411	0.7885947047	0.4443330394
412	0.7882736156	0.4442495147
413	0.7882736156	0.4441050356
414	0.7885947047	0.4439187304
415	0.7885947047	0.4438034536
416	0.7885947047	0.4436800709
417	0.7885947047	0.4435623511
418	0.7885947047	0.4434203499
419	0.7885947047	0.4433394094
420	0.7885947047	0.4431489498
421	0.7889160554	0.443000127
422	0.7885947047	0.4428581345
423	0.7892376682	0.4427177068
424	0.7897310513	0.4424943243
425	0.7897310513	0.4423608648
426	0.7897310513	0.4422088842
427	0.7895595432	0.4419951831
428	0.7900529963	0.4417324757
429	0.7900529963	0.4416082025
430	0.7900529963	0.44146409
431	0.7897310513	0.4413308662
432	0.7897310513	0.4411926861
433	0.7900529963	0.4410883698
434	0.7900529963	0.4409692328
435	0.7903752039	0.4408442999
436	0.7903752039	0.4406905973
437	0.7900529963	0.4405510675
438	0.7897310513	0.4404080048
439	0.7897310513	0.4402111912
440	0.7897310513	0.4401092455
441	0.7897310513	0.4400260598
442	0.7900529963	0.4399125661
443	0.7907166124	0.4397804006
444	0.7913610432	0.4395957022
445	0.7910386965	0.4394956247
446	0.7913610432	0.439323207
447	0.7910386965	0.4391972925
448	0.7907166124	0.439092503
449	0.7902240326	0.4389568213
450	0.7908683245	0.438776854
451	0.7908683245	0.438639576
452	0.7913610432	0.4385453934
453	0.7913610432	0.4384286783
454	0.7913610432	0.4383066585
455	0.7918533605	0.4381594196
456	0.7918533605	0.4380390205
457	0.7918533605	0.4378939759
458	0.7918533605	0.4377304048
459	0.7923452769	0.4375652722
460	0.7923452769	0.4374496595
461	0.7926680244	0.4372973143
462	0.7923452769	0.4371966173
463	0.7923452769	0.4370959492
464	0.7921760391	0.4369044789
465	0.7928367928	0.4367159697
466	0.7928367928	0.4365594676
467	0.7928367928	0.4363572182
468	0.7931596091	0.4362278011
469	0.7923452769	0.4360911375
470	0.7928367928	0.4359743262
471	0.7928367928	0.4359076894
472	0.7928367928	0.4358153422
473	0.7928367928	0.4356483696
474	0.7928367928	0.4355544705
475	0.7928367928	0.43538849
476	0.7931596091	0.4352699344
477	0.7931596091	0.4351065486
478	0.7947882736	0.4349962013
479	0.7942973523	0.4348872065
480	0.7949552482	0.4347485806
481	0.7951219512	0.4346267082
482	0.7957689178	0.4345133537
483	0.7957689178	0.4343968175
484	0.7960927961	0.4342344165
485	0.7967479675	0.4340645762
486	0.7957689178	0.4338570669
487	0.7962586417	0.4337639873
488	0.7967479675	0.4336949303
489	0.7965825875	0.4335213933
490	0.7973962571	0.4333964119
491	0.7983739837	0.4332662113
492	0.7978853192	0.4331519436
493	0.7978853192	0.4330304833
494	0.7970719805	0.4329328156
495	0.7970719805	0.4328028375
496	0.7973962571	0.4326951311
497	0.7978853192	0.43253911
498	0.7978853192	0.4323879293
499	0.7978853192	0.4322515792
500	0.7973962571	0.4321425693
501	0.7969067969	0.4319835694
502	0.7969067969	0.4318916206
503	0.7969067969	0.4317625025
504	0.7964169381	0.4316904676
505	0.7973962571	0.4315234998
506	0.7973962571	0.431376919
507	0.7978853192	0.4312255642
508	0.7969067969	0.4310793603
509	0.7972312704	0.4309740516
510	0.7980456026	0.4308851017
511	0.7977207977	0.430786305
512	0.7977207977	0.4307126926
513	0.7977207977	0.4305430231
514	0.7980456026	0.4303129436
515	0.7975560081	0.4302218524
516	0.7980456026	0.4301413664
517	0.7990235964	0.4299427515
518	0.7980456026	0.4297977285
519	0.7980456026	0.4296699188
520	0.7975560081	0.4295167127
521	0.7978810106	0.4293707559
522	0.7978810106	0.4292764371
523	0.7978810106	0.429172392
524	0.7978810106	0.4290211725
525	0.7978810106	0.4289117885
526	0.7978810106	0.4287988195
527	0.7983706721	0.4286516555
528	0.7978810106	0.4285302839
529	0.7978810106	0.4283021872
530	0.7978810106	0.4281866416
531	0.7978810106	0.4280520944
532	0.7978810106	0.4279530134
533	0.7978810106	0.4278025206
534	0.7983706721	0.4276615057
535	0.7988599349	0.4275939199
536	0.7988599349	0.4274789278
537	0.7990235964	0.4272875556
538	0.7993487993	0.4270851641
539	0.7993487993	0.426974988
540	0.7990235964	0.4268833203
541	0.7998372661	0.4267628958
542	0.7998372661	0.4266055739
543	0.7998372661	0.4264998842
544	0.7998372661	0.4264018567
545	0.7998372661	0.4263221367
546	0.8001628002	0.4262048809
547	0.8004885993	0.4260596537
548	0.8004885993	0.4259725441
549	0.8004885993	0.4258572561
550	0.8001628002	0.4257841629
551	0.7998372661	0.4257059493
552	0.8001628002	0.4255878658
553	0.8006509357	0.4255341171
554	0.8011386743	0.425400523
555	0.8008130081	0.4252870357
556	0.8006509357	0.4251825322
557	0.8011386743	0.4250194618
558	0.8008130081	0.424899241
559	0.801952013	0.424710627
560	0.8024390244	0.4246204606
561	0.8027653518	0.4244675052
562	0.8027653518	0.4243419675
563	0.802278275	0.4241618111
564	0.802278275	0.4240689604
565	0.801952013	0.4239395905
566	0.8024390244	0.4238090826
567	0.801952013	0.4235436052
568	0.80292564	0.4233944737
569	0.8032520325	0.4232706517
570	0.8032520325	0.4231710438
571	0.8047097036	0.4230482848
572	0.8045509955	0.4228782015
573	0.8045509955	0.4227263989
574	0.8045509955	0.4226091258
575	0.8034118603	0.4225165274
576	0.8035714286	0.4224259069
577	0.8038976857	0.4222826531
578	0.8040650407	0.4221291029
579	0.8053636733	0.4220193415
580	0.8053636733	0.4218969365
581	0.8045509955	0.4217779934
582	0.804224208	0.4216061066
583	0.8043831169	0.4214671734
584	0.8043831169	0.4213603178
585	0.8051948052	0.4212557236
586	0.804541768	0.4210876828
587	0.8053527981	0.4209455491
588	0.8053527981	0.4208201456
589	0.8056795132	0.4206515578
590	0.8053527981	0.4205661593
591	0.8053527981	0.4204414418
592	0.8053527981	0.420344055
593	0.8056795132	0.4202318972
594	0.8060064935	0.4200824172
595	0.8056795132	0.419996061
596	0.8056795132	0.4198581127
597	0.8056795132	0.4197501447
598	0.8056795132	0.4196212101
599	0.8056795132	0.4195340492
600	0.8056795132	0.4194780269
601	0.8061638281	0.4193789483
602	0.8064908722	0.4193072292
603	0.8064908722	0.4191522831
604	0.8064908722	0.4190712396
605	0.8060064935	0.4188807485
606	0.8064908722	0.4187272076
607	0.8060064935	0.4186060288
608	0.8061638281	0.4184661549
609	0.8064908722	0.4183748022
610	0.8056795132	0.4182348877
611	0.8061638281	0.4181492899
612	0.8061638281	0.4180483303
613	0.8064908722	0.4178989944
614	0.8064908722	0.4178358546
615	0.8064908722	0.4177746593
616	0.8064908722	0.4176757455
617	0.8068181818	0.4176068622
618	0.8068181818	0.4175113479
619	0.8064908722	0.4173869355
620	0.8068181818	0.4172142289
621	0.8063337393	0.4171456945
622	0.8069890289	0.4170367689
623	0.8069890289	0.4169596215
624	0.8060064935	0.4168285669
625	0.8060064935	0.4167246729
626	0.8064908722	0.4166297699
627	0.806661251	0.416552732
628	0.8071457572	0.4164496466
629	0.8063337393	0.4163020206
630	0.8063337393	0.4162085736
631	0.806661251	0.4160631752
632	0.806661251	0.4159433085
633	0.8076298701	0.4158651071
634	0.8071457572	0.4157483464
635	0.8074735987	0.4156003469
636	0.8074735987	0.4154792441
637	0.8076298701	0.4153245389
638	0.8081135903	0.4152100309
639	0.8079577751	0.4151312402
640	0.8076298701	0.4150001845
641	0.8076298701	0.4147888597
642	0.8087697929	0.4147250403
643	0.8084415584	0.4145886623
644	0.8082859464	0.4144967728
645	0.8078017066	0.4143421087
646	0.8082859464	0.4142289922
647	0.8087697929	0.4141347839
648	0.8087697929	0.4140810511
649	0.8087697929	0.4139620861
650	0.8087697929	0.4137937686
651	0.8079577751	0.4136600614
652	0.8087697929	0.4135497606
653	0.8087697929	0.4134714907
654	0.8097363083	0.4132934499
655	0.8097363083	0.4131909711
656	0.8089249493	0.4130860176
657	0.8098905553	0.4129204908
658	0.8102189781	0.4127915003
659	0.8094079481	0.4127183191
660	0.8094079481	0.4126096124
661	0.8094079481	0.4124894603
662	0.8089249493	0.4123762628
663	0.8089249493	0.412238547
664	0.8089249493	0.4121476156
665	0.8094079481	0.4119705861
666	0.8094079481	0.411820922
667	0.8097363083	0.4117042922
668	0.8103938287	0.4116155061
669	0.8098905553	0.4115107056
670	0.8105476673	0.411417633
671	0.8105476673	0.4113438268
672	0.8110300081	0.4111803378
673	0.8115119578	0.4110683093
674	0.8111831442	0.4109587531
675	0.8116646416	0.4108640768
676	0.8113360324	0.4107476281
677	0.8110076892	0.410694222
678	0.8116646416	0.4105843669
679	0.8111831442	0.4104918046
680	0.8111831442	0.4104145235
681	0.8111831442	0.4103248785
682	0.8116646416	0.4102307598
683	0.8116646416	0.4101027234
684	0.8116646416	0.4100152775
685	0.8116646416	0.4099449618
686	0.8116646416	0.4098239563
687	0.8116646416	0.4097005854
688	0.8116646416	0.4095805578
689	0.812145749	0.409474777
690	0.812145749	0.4093483506
691	0.812145749	0.409237762
692	0.812145749	0.4091263371
693	0.812145749	0.408985138
694	0.812145749	0.4088745388
695	0.812145749	0.4088208456
696	0.812145749	0.4087481188
697	0.812145749	0.4086114245
698	0.8124746861	0.4085434333
699	0.8124746861	0.4084229576
700	0.8124746861	0.4083355604
701	0.8132847307	0.4082553887
702	0.8132847307	0.4081308381
703	0.8140947752	0.4080412642
704	0.8137651822	0.4079526854
705	0.8128038898	0.4078801439
706	0.8132847307	0.407742594
707	0.8132847307	0.4076190263
708	0.8132847307	0.4074904043
709	0.8132847307	0.4074151186
710	0.8131333604	0.407311602
711	0.8136142626	0.407212508
712	0.8136142626	0.4070828088
713	0.8139440616	0.4069530122
714	0.8139440616	0.4068979963
715	0.8144246353	0.4068588425
716	0.8139440616	0.4067661244
717	0.8142741281	0.406705247
718	0.8142741281	0.4065675848
719	0.8142741281	0.4063977479
720	0.8142741281	0.4063338438
721	0.8142741281	0.4062177138
722	0.8142741281	0.406100448
723	0.8142741281	0.4060292578
724	0.8142741281	0.4059678134
725	0.8137931034	0.4058659303
726	0.8142741281	0.4058130873
727	0.8141233766	0.4057017457
728	0.8146044625	0.4055986665
729	0.8141233766	0.4055034072
730	0.8141233766	0.4053897232
731	0.814453918	0.4052982983
732	0.814453918	0.4052260131
733	0.814453918	0.4051142832
734	0.8146044625	0.4050095503
735	0.8146044625	0.404943065
736	0.8146044625	0.4048344666
737	0.8149350649	0.4047508546
738	0.8149350649	0.4046022732
739	0.8159284844	0.4045134281
740	0.8155970755	0.4044079249
741	0.8155970755	0.404337428
742	0.8155970755	0.4042732181
743	0.8159284844	0.4041945598
744	0.8162601626	0.4040398774
745	0.8159284844	0.4039229655
746	0.8151158066	0.4038362732
747	0.8151158066	0.4037518699
748	0.8151158066	0.4035878669
749	0.8154471545	0.4035032772
750	0.8157787719	0.4033575876
751	0.8157787719	0.403282253
752	0.8162601626	0.4031206737
753	0.8162601626	0.4030337398
754	0.8162601626	0.4029637215
755	0.8162601626	0.4028721876
756	0.8167411621	0.402719099
757	0.8167411621	0.4025916056
758	0.8167411621	0.4024729885
759	0.8170731707	0.4023865109
760	0.8175538399	0.4022529608
761	0.8175538399	0.402112041
762	0.8172217709	0.4020072526
763	0.8172217709	0.4018655963
764	0.8172217709	0.4017702651
765	0.8181818182	0.4016283669
766	0.8181818182	0.4015547407
767	0.8181818182	0.401380113
768	0.8181818182	0.4012505453
769	0.8185140073	0.4010770264
770	0.8181818182	0.4009994155
771	0.8181818182	0.4009340052
772	0.8177019894	0.4008454012
773	0.8180341186	0.4007774595
774	0.8185140073	0.4006312138
775	0.8185140073	0.400481808
776	0.8181818182	0.4003646716
777	0.8181818182	0.4002741537
778	0.8181818182	0.4002189892
779	0.8181818182	0.4001171716
780	0.8181818182	0.4000081828
781	0.8181818182	0.3999003294
782	0.8185140073	0.3997807679
783	0.8185140073	0.3996849767
784	0.8189935065	0.3995888087
785	0.8193260252	0.3994855034
786	0.8189935065	0.3993466312
787	0.8189935065	0.3992725327
788	0.8194726166	0.3991953928
789	0.8194726166	0.3991073134
790	0.8194726166	0.398963859
791	0.8194726166	0.3988241967
792	0.8207623682	0.398718547
793	0.8198051948	0.3986450289
794	0.8198051948	0.3985818972
795	0.820138043	0.3984668944
796	0.820138043	0.3984068385
797	0.8198051948	0.3983475025
798	0.8204296717	0.398127007
799	0.8199513382	0.3980206478
800	0.8199513382	0.397901253
801	0.8207623682	0.3977690358
802	0.8212403729	0.3976879064
803	0.8209076175	0.3975365861
804	0.8212403729	0.3974519624
805	0.8215733982	0.3973633287
806	0.8215733982	0.3972697218
807	0.8212403729	0.3971330119
808	0.8217179903	0.3970341523
809	0.8212403729	0.3969160831
810	0.8212403729	0.3968364718
811	0.8212403729	0.3966930252
812	0.8212403729	0.3966574369
813	0.8212403729	0.3965875469
814	0.8212403729	0.3964455797
815	0.8215733982	0.3963634662
816	0.8215733982	0.3963116288
817	0.8210953347	0.3962672395
818	0.8210953347	0.3962373426
819	0.8214285714	0.396122622
820	0.8215733982	0.3959938472
821	0.8209076175	0.3959099821
822	0.8204296717	0.3958243962
823	0.8204296717	0.3957309198
824	0.8215733982	0.3956241719
825	0.8219066937	0.3955138468
826	0.8223844282	0.3952889218
827	0.8222402597	0.3951687669
828	0.8230519481	0.3950076894
829	0.8230519481	0.3949011441
830	0.8227180527	0.3947787418
831	0.8223844282	0.3946495743
832	0.8231954582	0.3945397005
833	0.8238636364	0.3944498611
834	0.8235294118	0.3943461247
835	0.8235294118	0.3942548709
836	0.8249594814	0.3941095151
837	0.8254353989	0.3939653352
838	0.8254353989	0.3938453178
839	0.8254353989	0.3938059984
840	0.8251012146	0.3937017684
841	0.8263860785	0.393580796
842	0.8267206478	0.3933921028
843	0.8267206478	0.3932815499
844	0.8262454435	0.3931554301
845	0.8267206478	0.393016731
846	0.8267206478	0.3929265149
847	0.8267206478	0.3928368451
848	0.8267206478	0.3927549601
849	0.8267206478	0.3926554342
850	0.8267206478	0.3924976088
851	0.8270554881	0.3923204898
852	0.8270554881	0.3921873479
853	0.8270554881	0.3921148913
854	0.8270554881	0.3920448084
855	0.8267206478	0.3919293155
856	0.8270554881	0.3917903858
857	0.8275303644	0.3917029901
858	0.8280048563	0.3915767724
859	0.8288142452	0.3914754412
860	0.8280048563	0.3913526297
861	0.8292880259	0.3912433884
862	0.8296236342	0.3911363349
863	0.8296236342	0.3909908435
864	0.8296236342	0.3908785005
865	0.8299595142	0.3907788808
866	0.8300970874	0.3905884136
867	0.8300970874	0.3904522509
868	0.8300970874	0.3903151774
869	0.8300970874	0.390227902
870	0.8300970874	0.390127564
871	0.8300970874	0.3900104782
872	0.8300970874	0.3898704361
873	0.8300970874	0.3898291503
874	0.8300970874	0.3897702616
875	0.8300970874	0.389699522
876	0.8300970874	0.3896137111
877	0.8300970874	0.3894716091
878	0.8299595142	0.3893400868
879	0.8305701577	0.3892191771
880	0.8305701577	0.389117319
881	0.8309061489	0.3889920471
